order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
37,137,Lisa West,31,Magic: The Gathering,Card Game,Wallet,31,1550,2021-05-20 15:28:50,Mali,Timbuktu,www.easybuyafrica.com.ml,95150,Y,
38,138,Brett Luna,25,Scrabble,Board Game,UPI,26,520,2020-06-06 09:51:53,Canada,Regina,shop.mattel.com/en-ca,79354,Y,
39,139,Nicholas Lee,9,Overwatch,Video Game,Internet Banking,12,720,2021-08-16 17:10:21,USA,"Washington, DC",www.ebay.com,51543,Y,
40,140,Kelsey Young,26,Standard Deck of Cards,Card Game,UPI,25,250,2020-05-05 23:04:01,Nigeria,Onitsha,www.auto-plus.ng,93516,Y,
41,141,Jacob Rogers,1,Breath of the Wild,Video Game,Internet Banking,44,2640,2021-08-06 13:34:54,USA,Las Vegas,www.fishpond.com/Toys,41773,Y,
42,142,Lisa Brown,42,Leonardo,Doll,Internet Banking,25,875,2020-11-17 03:10:44,Germany,Nuremburg,www.fishpond.com/en-de/Toys,10644,Y,
43,143,Janet Lee,2,Super Mario Odyssey,Video Game,Internet Banking,36,2160,2020-12-13 17:55:01,Russia,Saint Petersburg,www.aliexpress.ru,14165,Y,
44,144,Lisa Henry,30,Uno,Card Game,Internet Banking,7,35,2020-07-11 17:58:49,USA,"Washington, DC",www.shopdisney.com,93054,Y,
45,145,Kevin Meadows,27,Cards Against Humanity,Card Game,Card,8,200,2021-01-03 20:01:51,China,Shanghai,www.taobao.cn,42899,Y,
46,146,Amanda Andrews,44,Raphael,Doll,Card,41,1435,2020-08-10 15:25:07,Germany,Düsseldorf,www.ustoy.com/en-de,34434,N,invalid cvv
47,147,Krista Acevedo,5,Red Dead Redemption II,Video Game,Card,18,1080,2021-02-04 07:57:46,Germany,Leipzig,products.hasbro.com/de-de,37639,Y,
48,148,Suzanne Mitchell,15,Sorry,Board Game,Wallet,50,1000,2020-06-10 19:17:31,Brazil,Recife,www.amazon.com.br,42217,Y,
49,149,Susan Martin,5,Red Dead Redemption II,Video Game,UPI,41,2460,2020-03-13 18:48:58,South Africa,Kimberley,www.takealot.za,58946,Y,
50,150,Kristen Sanchez,48,Iron Man,Doll,Card,4,100,2020-07-22 08:04:04,Japan,Hiroshima,www.walmart.co.jp,46934,Y,
51,151,William Greer,34,Apples to Apples,Card Game,Card,50,1250,2020-08-29 19:58:51,Brazil,Belo Horizonte,www.ustoy.com/en-br,48394,Y,
52,152,John Evans,9,Overwatch,Video Game,Card,23,1380,2020-07-21 06:02:07,India,Bengaluru,www.flipkart.in,61553,Y,
53,153,Amanda Williams,27,Cards Against Humanity,Card Game,Card,49,1225,2020-07-11 02:57:29,China,Wuhan,www.walmart.com/en-cn,23097,Y,
54,154,Benjamin Miller,44,Raphael,Doll,Card,16,560,2021-03-11 19:46:47,Canada,Winnipeg,www.etsy.ca,94720,Y,
55,155,Stephanie Hoover,32,Yu-Gi-Oh: TCG,Card Game,Card,3,90,2020-04-24 08:05:33,Brazil,Salvador,www.fishpond.com/en-br/Toys,96460,Y,
56,156,Miguel Hart,29,Coup,Card Game,Wallet,39,585,2020-10-19 00:05:19,India,New Delhi,www.patymmall.in,59267,Y,
57,157,Christopher Conner,47,Captain America,Doll,Wallet,37,925,2021-04-18 22:40:03,Russia,Samara,www.walmart.ru,41460,Y,
58,158,Roberto Baker,48,Iron Man,Doll,Internet Banking,17,425,2022-05-05 07:03:04,USA,Nashville,www.shopdisney.com,24768,Y,
59,159,Toni Fitzgerald,14,Monopoly,Board Game,Internet Banking,6,120,2020-09-13 20:03:10,Cameroon,Garoua,www.bazar.cm,32572,Y,
60,160,Sydney Beasley,28,Exploding Kittens,Card Game,UPI,7,140,2022-05-15 08:54:43,India,Surat,www.ajio.in,22977,Y,
61,161,Douglas Long,34,Apples to Apples,Card Game,UPI,15,375,2020-07-26 03:14:58,USA,Laihaina,www.target.com,21936,Y,
62,162,Tiffany Scott,13,Borderlands 2,Video Game,UPI,7,280,2021-04-11 18:26:10,Nigeria,Benin City,www.konga.ng,43661,Y,
63,163,Thomas Mcmahon,34,Apples to Apples,Card Game,Wallet,17,425,2020-01-26 01:28:13,Nigeria,Benin City,www.babybliss.com.ng,28214,Y,
64,164,Kevin Hawkins,9,Overwatch,Video Game,UPI,32,1920,2020-10-29 05:32:17,China,Shanghai,www.pinduoduo.cn,61371,Y,
65,165,Jane Mendoza,33,Pokémon: TCG,Card Game,Wallet,10,300,2020-03-30 20:12:11,USA,Branson,www.walmart.com,33641,Y,
66,166,Nicholas Dillon,46,The Hulk,Doll,Card,1,30,2021-10-13 17:32:33,Mexico,Playa del Carmen,www.target.com.mx,16626,Y,
67,167,Stephen Rocha,2,Super Mario Odyssey,Video Game,Wallet,38,2280,2021-01-19 08:42:13,South Africa,Gqeberha,www.auto-plus.za,77631,Y,
68,168,Adam Miles,5,Red Dead Redemption II,Video Game,Card,6,360,2021-04-09 06:45:19,Brazil,Sao Paulo,www.target.br,96305,Y,
69,169,Paula Ramirez,10,Fall Guys,Video Game,Wallet,39,780,2020-02-10 12:27:54,USA,Nashville,shop.mattel.com,40146,Y,
70,170,Mary Wells,41,Superman,Doll,UPI,49,1470,2021-08-18 20:16:31,Australia,Darwin,shop.mattel.com,38161,Y,
71,171,Thomas Salas,15,Sorry,Board Game,Internet Banking,27,540,2022-02-16 23:59:31,Russia,Sochi,www.ozon.ru,15898,Y,
72,172,Mr. Erik Martinez,39,Yasmin,Doll,Internet Banking,42,840,2021-01-02 13:14:33,USA,Nashville,www.kohls.com,19721,Y,
73,173,Diana Newton,26,Standard Deck of Cards,Card Game,UPI,12,120,2020-07-09 12:32:28,Russia,Sochi,www.aliexpress.ru,64914,Y,
74,174,Joshua Williams,37,Jade,Doll,Wallet,29,580,2020-06-03 22:37:04,India,Jaipur,www.ajio.in,95231,Y,
75,175,Brittney Dunn,45,Michaelangelo,Doll,UPI,1,35,2020-11-05 03:51:52,Mexico,Guadalajara,www.liverpool.com.mx,16744,Y,
76,176,William Wells,20,The Game of Life,Board Game,Card,19,380,2021-01-06 12:29:02,Germany,Cologne,www.kohls.com/en-de,80650,Y,
77,177,Eric Wood,19,Candy Land,Board Game,Wallet,43,860,2021-08-14 04:59:21,Brazil,Brasilia,www.walmart.br,45487,Y,
78,178,Daniel King,43,Donatello,Doll,Internet Banking,36,1260,2022-05-13 15:04:48,Canada,Montreal,www.fatbraintoys.ca,83015,Y,
79,179,Tara Bonilla,13,Borderlands 2,Video Game,UPI,21,840,2021-06-26 13:12:17,UK,City of London,www.walmart.co.uk,66280,Y,
80,180,Wendy Bennett,39,Yasmin,Doll,Card,1,20,2021-01-02 16:30:36,Mexico,Mexico City,www.shopdisney.com/en-mx,72058,Y,
81,181,Sarah Mitchell,23,Mouse Trap,Board Game,UPI,47,940,2022-05-08 17:26:55,Australia,Gold Coast,www.shopdisney.com/en-mx,24541,Y,
82,182,Erik Clark,16,Trouble,Board Game,Wallet,22,440,2022-06-06 05:57:24,Japan,Hiroshima,www.amazon.co.jp,95664,Y,
83,183,Tyler Williams,27,Cards Against Humanity,Card Game,UPI,8,200,2020-06-08 23:41:48,Canada,Calgary,www.toywiz.com/en-ca,83299,Y,
84,184,Kristina Fisher,48,Iron Man,Doll,Internet Banking,10,250,2020-03-20 03:46:09,Nigeria,Aba,www.easybuyafrica.com.ng,18337,Y,
85,185,Carrie Sanders,11,The Sims 4,Video Game,UPI,6,240,2020-01-15 23:41:40,Canada,Montreal,www.walmart.ca,70624,Y,
86,186,James Villa,48,Iron Man,Doll,Wallet,23,575,2022-05-17 22:55:43,Mexico,San Miguel de Allende,www.ebay.com/en-mx,30155,Y,
87,187,Daniel Olson,13,Borderlands 2,Video Game,Card,48,1920,2020-04-08 15:42:56,China,Hangzhou,www.ustoy.com/en-cn,18666,Y,
88,188,Vincent Martin,1,Breath of the Wild,Video Game,UPI,40,2400,2022-01-23 17:03:21,India,Jaipur,www.patymmall.in,99602,Y,
89,189,Carl Bartlett,36,Barbie,Doll,Wallet,12,240,2020-09-28 11:06:54,Mexico,Tulum,www.ebay.com/en-mx,57911,Y,
90,190,Isabel Kerr,16,Trouble,Board Game,Internet Banking,34,680,2020-03-16 17:15:29,Mali,Timbuktu,www.babybliss.com.ml,58641,Y,
91,191,Paul Joseph,45,Michaelangelo,Doll,Wallet,36,1260,2020-01-14 16:20:29,USA,St. Augustine,www.fatbraintoys.com,20121,Y,
92,192,Keith York,47,Captain America,Doll,UPI,51,1275,2021-12-10 12:55:03,Russia,Saint Petersburg,www.avito.ru,52349,Y,
93,193,Jennifer Rose,34,Apples to Apples,Card Game,Internet Banking,21,525,2020-06-22 09:04:00,Australia,Adelaide,www.avito.ru,27033,Y,
94,194,Alejandra Hart,42,Leonardo,Doll,Card,23,805,2022-03-14 22:39:09,Brazil,Rio de Janeiro,www.magazineluiza.com.br,45246,Y,
95,195,Angela Harris,42,Leonardo,Doll,Card,23,805,2022-03-04 00:44:42,China,Shanghai,www.shopdisney.cn,93148,Y,
96,196,Michael Hunter,21,Clue,Board Game,Card,1,20,2020-01-02 05:15:41,Mexico,Monterrey,www.mercadolibre.com.mx,46262,Y,
97,197,Sheila Heath,16,Trouble,Board Game,UPI,27,540,2022-04-03 09:19:15,China,Hangzhou,www.ebay.cn,62638,N,expired card
98,198,Anthony Warner,34,Apples to Apples,Card Game,Wallet,45,1125,2021-08-28 22:25:56,Russia,Yekaterinburg,www.etsy.ru,29048,Y,
99,199,Zachary Hansen,12,Overcooked 2,Video Game,Wallet,28,1120,2022-01-11 01:22:42,Brazil,Recife,products.hasbro.com/pt-br,53827,Y,
100,200,Don Harris,9,Overwatch,Video Game,UPI,38,2280,2020-05-23 23:49:52,UK,Manchester,www.etsy.co.uk,19709,Y,
101,201,Carla Patel,13,Borderlands 2,Video Game,Wallet,14,560,2020-12-03 07:26:09,India,Bengaluru,www.flipkart.in,45918,Y,
102,202,Seth Curry,3,Pokémon Soulsilver,Video Game,Card,47,1880,2021-10-18 11:04:11,Russia,Saint Petersburg,www.wildberries.ru,37879,Y,
103,203,Robert Glover,28,Exploding Kittens,Card Game,UPI,24,480,2020-05-01 04:48:04,India,Jaipur,shop.hasbro.com/en-in,42244,Y,
104,204,Christopher Deleon,16,Trouble,Board Game,Internet Banking,13,260,2020-07-02 11:29:08,Germany,Düsseldorf,www.mediamarket.de,68110,Y,
105,205,Morgan Bowen,25,Scrabble,Board Game,Wallet,11,220,2021-03-14 11:45:53,Japan,Hiroshima,www.bestbuy.co.jp,75100,N,invalid method
106,206,Rachel Calderon,11,The Sims 4,Video Game,UPI,6,240,2021-08-21 05:28:21,Canada,Victoria,www.fishpond.com/en-ca/Toys,88047,Y,
107,207,Amanda Chung,21,Clue,Board Game,Wallet,34,680,2022-02-17 20:12:57,Russia,Yekaterinburg,www.shopdisney.ru,93470,Y,
108,208,Debbie Morgan,11,The Sims 4,Video Game,Wallet,35,1400,2021-07-08 08:58:45,USA,San Diego,www.kohls.com,56721,Y,
109,209,Ryan Rodriguez II,42,Leonardo,Doll,Card,34,1190,2020-03-08 20:12:36,Nigeria,Benin City,www.auto-plus.ng,78890,Y,
110,210,Amanda Brown,10,Fall Guys,Video Game,Internet Banking,21,420,2021-04-22 14:02:20,Nigeria,Ibadan,www.easybuyafrica.com.ng,57137,Y,
111,211,Jeremy Gonzalez,3,Pokémon Soulsilver,Video Game,UPI,14,560,2021-10-28 11:14:40,Canada,Winnipeg,www.kohls.com/en-ca,26351,Y,
112,212,Cynthia Lynch,9,Overwatch,Video Game,Card,26,1560,2020-04-07 07:43:29,Brazil,Manaus,www.thetoyshop.com/en-br,45402,Y,
113,213,Johnny Chavez,14,Monopoly,Board Game,UPI,16,320,2020-07-25 04:37:39,UK,City of London,www.thetoyshop.com/en-de,58987,Y,
114,214,Ronald Villanueva,1,Breath of the Wild,Video Game,Internet Banking,41,2460,2021-04-24 09:02:47,Russia,Novosibirsk,www.wildberries.ru,96004,Y,
115,215,Joseph Fleming,10,Fall Guys,Video Game,Wallet,16,320,2020-06-11 12:06:23,USA,Sedona,www.amazon.com,60924,Y,
116,216,James Russell,20,The Game of Life,Board Game,UPI,44,880,2020-05-10 12:57:47,Brazil,Natal,www.mercadolivre.com.br,95421,Y,
117,217,Diane Sanford,28,Exploding Kittens,Card Game,Wallet,50,1000,2020-08-05 23:25:14,Canada,Winnipeg,www.ustoy.com/en-ca,70220,Y,
118,218,Timothy Moss,16,Trouble,Board Game,Card,16,320,2022-05-15 21:42:03,Nigeria,Zaria,www.affariyet.ng,17266,Y,
119,219,Susan Jones,12,Overcooked 2,Video Game,Card,32,1280,2022-03-08 02:06:05,Mexico,Playa del Carmen,www.toywiz.com/en-mx,90682,N,invalid address
120,220,Beth Smith,18,Chutes and Ladders,Board Game,Wallet,40,800,2021-01-09 04:34:33,Australia,Melbourne,www.toywiz.com/en-mx,79801,Y,
121,221,Denise Armstrong,2,Super Mario Odyssey,Video Game,Card,44,2640,2020-06-20 08:27:08,Brazil,Fortaleza,www.target.br,45362,Y,
122,222,Kevin Barnes,37,Jade,Doll,UPI,16,320,2022-06-13 22:47:36,Germany,Cologne,www.idealo.de,13522,Y,
123,223,Willie Cherry,45,Michaelangelo,Doll,Wallet,2,70,2020-09-13 07:30:37,Russia,Moscow,www.walmart.ru,20174,Y,
124,224,Dustin Gray,16,Trouble,Board Game,Internet Banking,32,640,2020-10-08 17:52:12,Germany,Cologne,www.shopdisney.de,82064,Y,
125,225,Christine Gordon,11,The Sims 4,Video Game,Card,5,200,2020-12-27 15:05:55,China,Chongqing,www.pinduoduo.cn,35890,Y,
126,226,Michael Huber,3,Pokémon Soulsilver,Video Game,Card,16,640,2022-04-23 16:56:58,China,Shenzhen,www.taobao.cn,23304,Y,
127,227,Lee Harvey,12,Overcooked 2,Video Game,UPI,4,160,2021-08-30 04:15:19,Nigeria,Onitsha,www.brimore.com.ng,36747,Y,
128,228,Jean Wright,43,Donatello,Doll,Internet Banking,2,70,2021-03-20 17:28:56,UK,Birmingham,www.target.co.uk,81276,Y,
129,229,Amanda Conrad,17,Settlers of Catan,Board Game,Wallet,47,940,2020-11-17 23:22:28,USA,Branson,shop.mattel.com,88093,Y,
130,230,Andrea Shelton,2,Super Mario Odyssey,Video Game,UPI,22,1320,2022-06-26 08:16:15,China,Beijing,www.ebay.cn,94391,Y,
131,231,Gregory Johnson,5,Red Dead Redemption II,Video Game,Wallet,8,480,2020-04-14 09:58:36,Australia,Gold Coast,www.ebay.cn,62536,Y,
132,232,Katelyn Nash,11,The Sims 4,Video Game,Wallet,51,2040,2021-02-10 22:23:11,Australia,Hobart,www.ebay.cn,49380,Y,
133,233,Willie Ortiz,32,Yu-Gi-Oh: TCG,Card Game,Card,6,180,2020-08-30 00:31:18,USA,Miami Beach,www.walmart.com,71935,Y,
134,234,Kristine Thomas,29,Coup,Card Game,Internet Banking,5,75,2022-07-07 12:39:16,Mexico,Puerto Vallarta,www.ustoy.com/en-mx,20008,Y,
135,235,Kathy Landry,20,The Game of Life,Board Game,Wallet,8,160,2021-05-05 14:20:36,USA,Sedona,www.walmart.com,62750,N,account suspended
136,236,Laura Hansen,1,Breath of the Wild,Video Game,Card,25,1500,2021-04-02 06:18:34,Russia,Nizhny Novgorod,www.utkonos.ru,48631,Y,
137,237,James Bryan,5,Red Dead Redemption II,Video Game,UPI,48,2880,2021-06-28 04:38:15,USA,Branson,www.amazon.com,13822,Y,
138,238,Cathy Herrera,35,Monopoly:Deal,Card Game,UPI,18,180,2020-06-22 06:09:59,Russia,Yekaterinburg,www.bestbuy.ru,27495,Y,
139,239,Sarah Reynolds,47,Captain America,Doll,Card,32,800,2020-11-19 03:43:45,Russia,Yekaterinburg,www.citilink.ru,47980,Y,
140,240,Mario Thomas,30,Uno,Card Game,UPI,23,115,2020-08-28 17:37:26,Brazil,Manaus,www.mercadolivre.com.br,92533,Y,
141,241,Jamie Nolan,11,The Sims 4,Video Game,Card,28,1120,2020-09-15 08:09:06,UK,Birmingham,www.amazon.co.uk,10347,Y,
142,242,Joel Ramirez,24,Cranium,Board Game,UPI,48,960,2021-11-08 17:04:04,Germany,Cologne,www.ebay.de,74214,Y,
143,243,Tonya Leonard,25,Scrabble,Board Game,Card,26,520,2022-01-26 13:51:58,Japan,Yokohama,www.amazon.co.jp,23222,Y,
144,244,Steven Manning,35,Monopoly:Deal,Card Game,Internet Banking,38,380,2020-07-05 17:16:31,China,Shanghai,www.kohls.com/en-cn,87850,Y,
145,245,Kelli Williams,48,Iron Man,Doll,Internet Banking,15,375,2021-04-06 12:22:51,USA,San Francisco,shop.hasbro.com/en-us,12949,Y,
146,246,Jason Moore,11,The Sims 4,Video Game,UPI,29,1160,2020-06-14 22:23:00,Cameroon,Yaounde,www.takealot.cm,31812,Y,
147,247,Dorothy Barrera,28,Exploding Kittens,Card Game,Card,3,60,2020-03-11 19:25:16,UK,Liverpool,www.shopdisney.co.uk,90082,Y,
148,248,Kevin Woods,1,Breath of the Wild,Video Game,UPI,13,780,2021-05-28 03:25:06,South Africa,Johannesburg,www.kilimall.za,77453,Y,
149,249,John Smith,10,Fall Guys,Video Game,UPI,21,420,2020-05-19 16:55:09,Canada,Ottawa,www.fishpond.com/en-ca/Toys,26082,Y,
150,250,Michelle Owens,38,Sasha,Doll,Wallet,41,820,2021-10-01 03:55:13,USA,Orlando,shop.hasbro.com/en-us,45185,Y,
151,251,Mark Mueller,1,Breath of the Wild,Video Game,Card,42,2520,2021-03-15 13:24:20,USA,Portland,www.ebay.com,78677,Y,
152,252,Jeffrey Thomas,24,Cranium,Board Game,Internet Banking,49,980,2020-12-26 12:11:43,China,Suzhou,www.pinduoduo.cn,81754,Y,
153,253,Natasha Sparks,28,Exploding Kittens,Card Game,Internet Banking,19,380,2020-09-20 07:09:09,Mexico,Acapulco,www.walmart.com.mx,96319,Y,
154,254,Jasmin Ballard,34,Apples to Apples,Card Game,UPI,44,1100,2022-05-13 08:24:18,Australia,Perth,www.walmart.com.mx,27949,Y,
155,255,Michael Mueller,22,Battleship,Board Game,Internet Banking,43,860,2020-07-26 22:31:31,Nigeria,Onitsha,www.konga.ng,89553,Y,
156,256,Kelly Romero,19,Candy Land,Board Game,UPI,10,200,2022-07-08 07:30:49,Russia,Samara,www.ebay.ru,81577,Y,
157,257,Mark Brown,8,It Takes Two,Video Game,Internet Banking,28,1120,2022-02-07 03:53:37,Mexico,Mexico City,www.kohls.com/en-mx,20775,Y,
158,258,Veronica Mitchell,31,Magic: The Gathering,Card Game,Internet Banking,7,350,2022-02-05 04:20:34,Russia,Kazan,www.walmart.ru,27755,Y,
159,259,Anthony Miller,14,Monopoly,Board Game,Card,19,380,2020-01-24 20:04:10,China,Hangzhou,www.jd.cn,52548,Y,
160,260,Diane Smith,30,Uno,Card Game,Internet Banking,35,175,2020-05-19 17:10:43,Canada,Ottawa,www.kijiji.ca,76166,Y,
161,261,Robin Eaton,9,Overwatch,Video Game,UPI,4,240,2020-03-23 03:07:46,Mexico,San Miguel de Allende,www.mercadolibre.com.mx,96819,Y,
162,262,Henry Schwartz,47,Captain America,Doll,UPI,28,700,2021-05-12 13:00:45,Japan,Tokyo,www.walmart.co.jp,72431,Y,
163,263,Samantha Simon,13,Borderlands 2,Video Game,Internet Banking,37,1480,2022-02-22 12:43:06,Brazil,Sao Paulo,www.magazineluiza.com.br,93886,Y,
164,264,Randall French,12,Overcooked 2,Video Game,Wallet,48,1920,2020-04-17 21:22:49,Japan,Fukuoka,www.kohls.com/en-jp,22652,Y,
165,265,Catherine Bush,39,Yasmin,Doll,Card,33,660,2020-07-01 01:30:16,China,Hangzhou,www.amazon.cn,97495,Y,
166,266,Amber White,36,Barbie,Doll,Internet Banking,16,320,2020-08-22 00:06:57,Germany,Leipzig,www.kohls.com/en-de,47713,Y,
167,267,Connie Fitzgerald,9,Overwatch,Video Game,Internet Banking,20,1200,2022-01-09 01:07:21,USA,Chicago,www.shopdisney.com,81672,Y,
168,268,Patrick Smith,10,Fall Guys,Video Game,UPI,12,240,2021-07-01 18:41:17,Germany,Leipzig,www.fishpond.com/en-de/Toys,13652,Y,
169,269,Jennifer Black,15,Sorry,Board Game,UPI,21,420,2020-10-22 23:43:19,USA,Savannah,www.shopdisney.com,92110,Y,
170,270,Amber Richard,33,Pokémon: TCG,Card Game,Internet Banking,50,1500,2021-07-28 10:37:35,Nigeria,Zaria,www.brimore.com.ng,73822,Y,
171,271,James Suarez,42,Leonardo,Doll,Internet Banking,42,1470,2021-12-15 23:43:55,USA,Las Vegas,www.toywiz.com,72326,N,insufficient funds
172,272,Justin Pierce,44,Raphael,Doll,Internet Banking,1,35,2021-06-27 15:29:55,Canada,Calgary,www.kijiji.ca,96355,Y,
173,273,Douglas Eaton,23,Mouse Trap,Board Game,Wallet,28,560,2020-02-12 05:41:41,Canada,Montreal,www.shopdisney.ca,56977,Y,
174,274,Samuel Hurst,27,Cards Against Humanity,Card Game,UPI,46,1150,2022-06-30 17:43:44,UK,London,www.ebay.co.uk,57519,Y,
175,275,Albert Diaz,24,Cranium,Board Game,Wallet,30,600,2020-12-09 04:22:42,Mexico,San Miguel de Allende,www.shopdisney.com/en-mx,84941,Y,
176,276,Lisa York,13,Borderlands 2,Video Game,Wallet,12,480,2020-10-23 09:02:45,Canada,Ottawa,www.kohls.com/en-ca,85820,Y,
177,277,Stephen James,45,Michaelangelo,Doll,Card,20,700,2021-12-08 23:00:14,Russia,Ufa,www.ozon.ru,33522,Y,
178,278,Theresa Anthony,48,Iron Man,Doll,Wallet,19,475,2020-09-24 21:59:54,USA,Seattle,shop.hasbro.com/en-us,78893,Y,
179,279,Christopher Torres,26,Standard Deck of Cards,Card Game,Card,44,440,2021-01-14 04:28:06,Nigeria,Owerri,www.auto-plus.ng,42639,Y,
180,280,Ebony Hernandez,6,Undertale,Video Game,UPI,47,1175,2020-08-17 05:45:33,South Africa,Gqeberha,www.takealot.za,19091,Y,
181,281,Brooke Simmons,15,Sorry,Board Game,Internet Banking,17,340,2022-02-28 22:10:05,China,Shanghai,www.ustoy.com/en-cn,19945,Y,
